k,tiempo_prom_KQNodes,delta_prom_KQNodes,tiempo_prom_KGeoMIP,delta_prom_KGeoMIP
2,46.398773795082455,0.266570759671075,62.438739111548976,0.17391930853849963
3,10.117593313518322,0.5059158739290739,63.0073141298796,2.4232373127811835
4,9.45192007014626,0.7857162011297125,65.30964841340717,2.5832745056403312
5,9.478276093800863,1.1219368444548712,129.68991496827869,2.8176243412825794
